"en_name";"en_vote";"vote_general";"fr_name";"fr_vote";"it_name";"it_vote";"es_name";"es_vote";"de_name";"de_vote";"earliest_begin";"latest_begin";"earliest_end";"latest_end";"link_chronontology"
"Late Neolithic 1";;"Uok";"Néolithique tardif 1";;"Neolitico tardo 1";;"Neolítico Tardío 1";;"Spätneolithikum 1";;-6500;-6500;-6000;-6000;"http://chronontology.dainst.org/period/amnSnbHDs8n7"
"Late Neolithic 2";;"Uok";"Néolithique tardif 2";;"Neolitico tardo 2";;"Neolítico tardío 2";;"Spätneolithikum 2";;-6000;-6000;-4500;-4500;"http://chronontology.dainst.org/period/uXfpwDyDX7OI"
"Late Neolithic A";;"Uok";"Néolithique tardif A";;"Neolitico tardo A";;"Neolítico Tardío A";;"Spätneolithikum A.";;-2849;-2849;-2449;-2449;"http://chronontology.dainst.org/period/5dju8DmPHDWb"
"Late Neolithic B";;"Uok";"Néolithique tardif B";;"Neolitico tardo B";;"Neolítico B tardío";;"Spätneolithikum B.";;-2449;-2449;-1999;-1999;"http://chronontology.dainst.org/period/G0gzjUQQVsMd"
"Late Neolithic I";;"Uok";"Néolithique supérieur I";;"Neolitico tardo I";;"Neolítico Tardío I";;"Spätneolithikum I.";;-5299;-5299;-4799;-4799;"http://chronontology.dainst.org/period/SneomRXb6aAb"
"Late Neolithic II";;"Uok";"Néolithique supérieur II";;"Tardo Neolitico II";;"Neolítico Tardío II";;"Spätneolithikum II";;-4799;-4799;-4499;-4499;"http://chronontology.dainst.org/period/QIAL5q3YD3k4"
"Late Nubian";;"Uok";"Nubie tardive";;"Tardo Nubiano";;"Nubio tardío";;"Spätnubisch";;-1600;-1600;-350;-350;"http://chronontology.dainst.org/period/vbwlvtM6JjnE"
"Late Ordovician";;"Uok";"Ordovicien supérieur";;"Ordoviciano in ritardo";;"Ordovícico tardío";;"Später Ordovizier";;-458400000;-458400000;-443800000;-443800000;"http://chronontology.dainst.org/period/8kb2l0PMDITJ"
"Late Ottoman Empire";;"Uok";"Empire ottoman tardif";;"Impero tardo ottomano";;"Imperio Otomano Tardío";;"Spätes Osmanisches Reich";;1683;1683;1918;1918;"http://chronontology.dainst.org/period/OijO1ZbN1Uxu"
"Late Palaeolithic";;"Uok";"Paléolithique supérieur";;"Paleolitico tardo";;"Paleolítico tardío";;"Spätpaläolithikum";;-39999;-39999;-10000;-10000;"http://chronontology.dainst.org/period/U9QDskswwqGY"
"Late Paleo Indian";;"Uok";"Indien paléo tardif";;"Tardo Paleo indiano";;"Indio paleo tardío";;"Später Paläo-Indianer";;-8550;-8550;-7950;-7950;"http://chronontology.dainst.org/period/A4BG97BLWS2Z"
"Late Paleo-Indian";;"Uok";"Paléo-indien tardif";;"Tardo Paleo-Indiano";;"Paleoindio tardío";;"Spätpaläo-Indianer";;-10500;-10500;-8500;-8500;"http://chronontology.dainst.org/period/BTNLGoKYmIdT"
"Late Paleoindian";;"Uok";"Paléoindien supérieur";;"Paleoindiano tardo";;"Paleoindio tardío";;"Spätpaläoindisch";;-10550;-10550;-9550;-9550;"http://chronontology.dainst.org/period/XCbGI2kU25Th"
"Late Paleoindian";;"Uok";"Paléoindien supérieur";;"Paleoindiano tardo";;"Paleoindio tardío";;"Spätpaläoindisch";;-8550;-8550;-7550;-7550;"http://chronontology.dainst.org/period/hqzButMND6HU"
"Late Paleoindian/Early Archaic";;"Uok";"Paléoindien supérieur / Archaïque précoce";;"Tardo Paleoindio / Arcaico primitivo";;"Paleoindio tardío / Arcaico temprano";;"Spätpaläoindisch / früharchaisch";;-8550;-8550;-6050;-6050;"http://chronontology.dainst.org/period/IqB58uNA3aub"
"Late Paleolithic";;"Uok";"Paléolithique supérieur";;"Paleolitico tardivo";;"Paleolítico tardío";;"Spätpaläolithikum";;-35000;-35000;-8801;-8801;"http://chronontology.dainst.org/period/qcZNyktyU7D6"
"Late Paleolithic A";;"Uok";"Paléolithique supérieur A";;"Paleolitico tardivo A";;"Paleolítico Tardío";;"Spätpaläolithikum A.";;-33050;-33050;-16050;-16050;"http://chronontology.dainst.org/period/U47aX1jP5U2u"
"Late Paleolithic B";;"Uok";"Paléolithique supérieur B";;"Paleolitico tardo B";;"Paleolítico Tardío B";;"Spätpaläolithikum B.";;-18000;-18000;-8801;-8801;"http://chronontology.dainst.org/period/TUNmF98gXxPk"
"Late Pennsylvanian";;"Uok";"Pennsylvanien tardif";;"Tardo Pennsylvanian";;"Pensilvania tardía";;"Später Pennsylvanianer";;-303700000;-303700000;-298900000;-298900000;"http://chronontology.dainst.org/period/iuOepwuPbANP"
"Late Period";;"Uok";"Période tardive";;"Tardo Periodo";;"Periodo tardío";;"Späte Periode";;-759;-759;-331;-331;"http://chronontology.dainst.org/period/u5CeZnqjoxiF"
"Late Period Egypt";;"Uok";"Égypte de la fin de la période";;"Tardo Periodo Egitto";;"Período Tardío Egipto";;"Spätzeit Ägypten";;-664;-664;-332;-332;"http://chronontology.dainst.org/period/55PVFGdrNvfQ"
"Late Phrygian";;"Uok";"Phrygien tardif";;"Fresco in ritardo";;"Frigio tardío";;"Spätphrygisch";;-539;-539;-329;-329;"http://chronontology.dainst.org/period/JWEtnH0vKvZR"
"Late Pleistocene";;"Uok";"Pléistocène supérieur";;"Pleistocene tardivo";;"Pleistoceno tardío";;"Spätpleistozän";;-126000;-126000;-11800;-11800;"http://chronontology.dainst.org/period/WfcyjOQ6cXQU"
"Late Postclassic";;"Uok";"Postclassique tardif";;"Late Postclassic";;"Posclásico Tardío";;"Spätpostklassisch";;1200;1200;1521;1521;"http://chronontology.dainst.org/period/S0RoCzao5y1c"
"Late Pottery Neolithic";;"Uok";"Poterie tardive néolithique";;"Neolitico di tarda ceramica";;"Cerámica tardía neolítica";;"Spätkeramik neolithisch";;-6000;-6000;-4500;-4500;"http://chronontology.dainst.org/period/uXfpwDyDX7OI"
"Late PPNB";;"Uok";"PPNB tardif";;"PPNB in ​​ritardo";;"PPNB tardío";;"Späte PPNB";;-7500;-7500;-6900;-6900;"http://chronontology.dainst.org/period/UwkmbwJ32cBQ"
"Late Pre-Pottery Neolithic B";;"Uok";"Néolithique pré-poterie tardive B";;"Neolitico tardo pre-ceramico B";;"Neolítico B Pre-Cerámico Tardío";;"Spätes Neolithikum vor der Keramik B.";;-7500;-7500;-6900;-6900;"http://chronontology.dainst.org/period/UwkmbwJ32cBQ"
"Late Preclassic";;"Uok";"Préclassique tardif";;"Tardo preclassico";;"Preclásico Tardío";;"Spätpreklassisch";;-300;-300;250;250;"http://chronontology.dainst.org/period/TxaAbvYwFUjT"
"Late Prehistoric";;"Uok";"Préhistoire tardive";;"Tarda preistoria";;"Prehistoria tardía";;"Spätprähistorisch";;500;500;1500;1500;"http://chronontology.dainst.org/period/fOQAWHkLQIX3"
"Late Prehistory";;"Uok";"Préhistoire tardive";;"Tarda preistoria";;"Prehistoria tardía";;"Späte Vorgeschichte";;-2700;-2700;-800;-800;"http://chronontology.dainst.org/period/4TRun58wv4gM"
"Late Proto-Attic";;"Uok";"Proto-attique tardif";;"Totoprotico";;"Proto-ático tardío";;"Später Proto-Dachboden";;-650;-650;-630;-630;"http://chronontology.dainst.org/period/Ymjta5lPAINN"
"Late Proto-Corinthian";;"Uok";"Proto-Corinthien supérieur";;"Tardo proto-corinzio";;"Protocorintio tardío";;"Spätprotokorinthisch";;-650;-650;-625;-625;"http://chronontology.dainst.org/period/FMzQGaKeWOZU"
"Late Quimbaya";;"Uok";"Quimbaya tardif";;"Late Quimbaya";;"Quimbaya tardío";;"Spätes Quimbaya";;800;800;1600;1600;"http://chronontology.dainst.org/period/J7iw0bvyJgjq"
"Late Renaissance";;"Uok";"Late Renaissance";;"Tardo rinascimento";;"Renacimiento tardío";;"Late Renaissance";;1550;1550;1600;1600;"http://chronontology.dainst.org/period/ojMcmM3OLz0a"
"Late Republic";;"Uok";"République tardive";;"Tarda repubblica";;"República tardía";;"Späte Republik";;-200;-200;0;0;"http://chronontology.dainst.org/period/qqWvlF4giw4p"
"Late Republican";;"Uok";"Républicain tardif";;"Tardo repubblicano";;"Republicano tardío";;"Später Republikaner";;-120;-120;-80;-80;"http://chronontology.dainst.org/period/LmxsahwltQ7y"
"Late Roman";;"Uok";"Roman tardif";;"Tardo romano";;"Romano tardío";;"Spätrömisch";;300;300;749;749;"http://chronontology.dainst.org/period/JJk8eMV7g8Yc"
"Late Roman A";;"Uok";"Roman tardif A";;"Tardo Romano A";;"Romano tardío A";;"Spätrömischer A.";;270;270;349;349;"http://chronontology.dainst.org/period/FLkAAGk2GTSr"
"Late Roman Age";;"Uok";"Âge romain tardif";;"Tarda età romana";;"Edad romana tardía";;"Spätrömische Zeit";;270;270;399;399;"http://chronontology.dainst.org/period/dW2ze4hiS40a"
"Late Roman and Hunnic";;"Uok";"Roman tardif et Hunnic";;"Tardo Romano e Hunnic";;"Romano tardío y húngaro";;"Spätrömisch und hunnisch";;175;175;450;450;"http://chronontology.dainst.org/period/5ABEuVg89ta9"
"Late Roman B";;"Uok";"Roman tardif B";;"Tardo Romano B";;"Romano tardío B";;"Spätrömisch B.";;350;350;449;449;"http://chronontology.dainst.org/period/PT4aMkmi0dYQ"
"Late Roman Empire";;"Uok";"Late Roman Empire";;"Tardo Impero Romano";;"Imperio romano tardío";;"Spätrömisches Reich";;235;235;476;476;"http://chronontology.dainst.org/period/7fDysWha7NKs"
"Late Roman Empire I";;"Uok";"Empire romain tardif I";;"Tardo Impero Romano I";;"Imperio Romano Tardío I";;"Spätrömisches Reich I.";;235;235;330;330;"http://chronontology.dainst.org/period/zl6VHjDFFuqm"
"Late Roman Empire II";;"Uok";"Late Roman Empire II";;"Tardo Impero Romano II";;"Imperio romano tardío II";;"Spätrömisches Reich II";;331;331;476;476;"http://chronontology.dainst.org/period/s63QRaCQDJ8W"
"Late Roman Iron Age";;"Uok";"Âge du fer romain tardif";;"Tarda età del ferro romano";;"Edad del hierro romana tardía";;"Spätrömische Eisenzeit";;175;175;375;375;"http://chronontology.dainst.org/period/jBOml3mcPSde"
"Late Roman Period";;"Uok";"Période romaine tardive";;"Periodo tardo romano";;"Periodo romano tardío";;"Spätrömische Zeit";;400;400;700;700;"http://chronontology.dainst.org/period/WW5raOyVpIG2"
"Late Roman Period A";;"Uok";"Période romaine tardive A";;"Periodo tardo romano A";;"Periodo romano tardío A";;"Spätrömische Zeit A.";;270;270;350;350;"http://chronontology.dainst.org/period/ru4IMHQyeohQ"
"Late Roman Period B";;"Uok";"Période romaine tardive B";;"Periodo tardo romano B";;"Periodo romano tardío B";;"Spätrömische Zeit B.";;350;350;450;450;"http://chronontology.dainst.org/period/nj9YZARKFDIf"
"Late Roman Republic";;"Uok";"République romaine tardive";;"Tarda repubblica romana";;"República romana tardía";;"Spätrömische Republik";;-145;-145;-26;-26;"http://chronontology.dainst.org/period/wOwrRo4II9ga"
"Late Samarra";;"Uok";"Late Samarra";;"Samarra in ritardo";;"Samarra tardía";;"Späte Samarra";;-5600;-5600;-5200;-5200;"http://chronontology.dainst.org/period/oU0miBuIfChv"
"Late Stone Age";;"Uok";"Âge de pierre tardif";;"Tarda età della pietra";;"Edad de piedra tardía";;"Späte Steinzeit";;-3999;-3999;-1699;-1699;"http://chronontology.dainst.org/period/htht2mYZ9Im2"
"Late Triassic";;"Uok";"Trias tardif";;"Triassico tardivo";;"Triásico tardío";;"Spättrias";;-237000000;-237000000;-201300000;-201300000;"http://chronontology.dainst.org/period/ueTOK4sAxQKP"
"Late Ubaid";;"Uok";"Ubaid tardif";;"Late Ubaid";;"Ubaid tardío";;"Später Ubaid";;-4000;-4000;-3500;-3500;"http://chronontology.dainst.org/period/HnEsHu0i8A1t"
"Late Upper Palaeolithic";;"Uok";"Paléolithique supérieur tardif";;"Paleolitico superiore tardo";;"Paleolítico superior tardío";;"Spätes Oberes Paläolithikum";;-20000;-20000;-10000;-10000;"http://chronontology.dainst.org/period/ebK2kwsWjfI7"
"Late Upper Paleolithic";;"Uok";"Paléolithique supérieur tardif";;"Paleolitico superiore tardo";;"Paleolítico superior tardío";;"Spätes Oberes Paläolithikum";;-22500;-22500;-11951;-11951;"http://chronontology.dainst.org/period/PhcN4fyMLN07"
"Late Uruk";;"Uok";"Late Uruk";;"Late Uruk";;"Uruk tardío";;"Später Uruk";;-3499;-3499;-2999;-2999;"http://chronontology.dainst.org/period/jvH6PeJh9GwV"
"Late Vasa";;"Uok";"Vasa tardif";;"Late Vasa";;"Vasa tardío";;"Späte Vasa";;1611;1611;1654;1654;"http://chronontology.dainst.org/period/fesaNqYFflLi"
"Late Victorian";;"Uok";"Victorien tardif";;"Tardo vittoriano";;"Victoriano tardío";;"Spätes viktorianisches";;1870;1870;1901;1901;"http://chronontology.dainst.org/period/slX9c2UbSwPK"
"Late Viking Age";;"Uok";"Âge viking tardif";;"Tarda età vichinga";;"Edad vikinga tardía";;"Spätes Wikingerzeitalter";;900;900;1066;1066;"http://chronontology.dainst.org/period/SqVqYhma7u1Z"
"Late Woodland";;"Uok";"Woodland tardif";;"Late Woodland";;"Bosque tardío";;"Spätes Waldland";;500;500;1200;1200;"http://chronontology.dainst.org/period/Tx8uR5yRuL30"
"Late Woodland";;"Uok";"Woodland tardif";;"Late Woodland";;"Bosque tardío";;"Spätes Waldland";;500;500;1500;1500;"http://chronontology.dainst.org/period/a3uEY3dFqRx9"
"Late Woodland/Mississippian";;"Uok";"Boisé tardif / Mississippien";;"Late Woodland / Mississippian";;"Bosque tardío / Mississippian";;"Late Woodland / Mississippian";;800;800;1650;1650;"http://chronontology.dainst.org/period/IFfmKdi8fZ1H"
"Late/Final A-group";;"Uok";"Groupe A tardif / final";;"Gruppo A ritardato / finale";;"Grupo A tardío / final";;"Späte / letzte A-Gruppe";;-3299;-3299;-3149;-3149;"http://chronontology.dainst.org/period/w77QORcm5KlI"
"later 11th dynasty";;"Uok";"plus tard 11e dynastie";;"dopo l'undicesima dinastia";;"11a dinastía posterior";;"später 11. Dynastie";;-2055;-2055;-1985;-1985;"http://chronontology.dainst.org/period/WLJ19LhwAkIo"
"later 13th dynasty";;"Uok";"plus tard 13e dynastie";;"più tardi tredicesima dinastia";;"13 dinastía posterior";;"später 13. Dynastie";;-1700;-1700;-1650;-1650;"http://chronontology.dainst.org/period/P6okODblMo3f"
"later 25th dynasty";;"Uok";"plus tard la 25e dynastie";;"dopo la venticinquesima dinastia";;"posterior dinastía 25";;"spätere 25. Dynastie";;-715;-715;-656;-656;"http://chronontology.dainst.org/period/CZmbvkP4HVYx"
"Later 2nd Millennium BC";;"Uok";"Plus tard, 2e millénaire avant JC";;"Più tardi il 2o millennio a.C.";;"Más tarde, segundo milenio antes de Cristo";;"Später 2. Jahrtausend v";;-1600;-1600;-1000;-1000;"http://chronontology.dainst.org/period/DNs2YAXnCNWH"
"Later 2nd Millennium BC Mesopotamia";;"Uok";"Plus tard, 2e millénaire avant JC Mésopotamie";;"Più tardi nel II millennio a.C. Mesopotamia";;"Más tarde, segundo milenio antes de Cristo Mesopotamia";;"Später 2. Jahrtausend v. Chr. Mesopotamien";;-1600;-1600;-1000;-1000;"http://chronontology.dainst.org/period/DNs2YAXnCNWH"
"Later Babylonian Empire";;"Uok";"Plus tard l'empire babylonien";;"Più tardi impero babilonese";;"Imperio babilónico posterior";;"Später babylonisches Reich";;-624;-624;-537;-537;"http://chronontology.dainst.org/period/NZ7HnFWKirGm"
"Later Bronze Age";;"Uok";"Later Bronze Age";;"Più tardi l'età del bronzo";;"Edad de bronce posterior";;"Later Bronze Age";;-1550;-1550;-800;-800;"http://chronontology.dainst.org/period/iMP5uqAZCQi8"
"Later Chou dynasty";;"Uok";"Plus tard la dynastie Chou";;"Più tardi dinastia Chou";;"Dinastía Chou posterior";;"Später Chou-Dynastie";;951;951;960;960;"http://chronontology.dainst.org/period/r4oWKWukFUEY"
"Later Han";;"Uok";"Plus tard Han";;"Più tardi Han";;"Later Han";;"Später Han";;947;947;950;950;"http://chronontology.dainst.org/period/McgrUMrvsiZA"
"Later Han Dynasty";;"Uok";"Plus tard la dynastie Han";;"Più tardi dinastia Han";;"Más tarde dinastía Han";;"Später Han-Dynastie";;947;947;950;950;"http://chronontology.dainst.org/period/lsdtc5LMM5dG"
"Later Islamic";;"Xeasily-mistaken";"Plus tard islamique";;"Più tardi islamico";;"Islámica posterior";;"Später islamisch";;1291;1291;1516;1516;"http://chronontology.dainst.org/period/0Iuz8xAGcK2h"
"Later Islamic Period";;"Uok";"Période islamique ultérieure";;"Più tardi periodo islamico";;"Período islámico posterior";;"Spätere islamische Periode";;1291;1291;1516;1516;"http://chronontology.dainst.org/period/0Iuz8xAGcK2h"
"Later Jin";;"Uok";"plus tard jin";;"più tardi jin";;"luego jin";;"später jin";;937;937;946;946;"http://chronontology.dainst.org/period/AY5503O2kxgD"
"Later Jin Dynasty";;"Uok";"Plus tard la dynastie Jin";;"Più tardi dinastia Jin";;"Más tarde dinastía Jin";;"Später Jin Dynastie";;936;936;946;946;"http://chronontology.dainst.org/period/jCNjaQqqqfb9"
"Later Lê dynasty";;"Uok";"Plus tard la dynastie Lê";;"Più tardi dinastia Lê";;"Más tarde dinastía Lê";;"Später Lê-Dynastie";;1428;1428;1787;1787;"http://chronontology.dainst.org/period/balopt5SaFGn"
"Later Liang";;"Uok";"plus tard liang";;"più tardi liang";;"luego Liang";;"später liang";;386;386;403;403;"http://chronontology.dainst.org/period/EKeHl8TpZ10X"
"Later Liang Dynasty";;"Uok";"Plus tard la dynastie Liang";;"Più tardi la dinastia Liang";;"Más tarde dinastía Liang";;"Später Liang-Dynastie";;907;907;923;923;"http://chronontology.dainst.org/period/HUoZfLqQBwCk"
"Later Lý dynasty";;"Uok";"Plus tard la dynastie Lý";;"Più tardi dinastia Lý";;"Más tarde dinastía Lý";;"Später Lý Dynastie";;1010;1010;1225;1225;"http://chronontology.dainst.org/period/646SMnwrKXql"
"Later Prehistoric";;"Uok";"Plus tard préhistorique";;"Più tardi preistorico";;"Prehistoria posterior";;"Später prähistorisch";;-4000;-4000;43;43;"http://chronontology.dainst.org/period/9bcoAtS4Vhk6"
"Later Qin";;"Uok";"plus tard Q dans";;"più tardi Q in";;"luego Q en";;"später Q in";;384;384;417;417;"http://chronontology.dainst.org/period/EHYnmVSxoyYu"
"Later Roman Empire";;"Uok";"Later Roman Empire";;"Impero basso";;"Imperio romano posterior";;"Späteres Römisches Reich";;284;284;602;602;"http://chronontology.dainst.org/period/rvNQQAziIAVu"
"Later Shu kingdom";;"Uok";"Plus tard le royaume Shu";;"Più tardi regno di Shu";;"Más tarde reino Shu";;"Später Shu Königreich";;934;934;965;965;"http://chronontology.dainst.org/period/QJ5WDHH001eO"
"Later Tang";;"Uok";"Tang plus tard";;"Più tardi Tang";;"Tang más tarde";;"Später Tang";;923;923;937;937;"http://chronontology.dainst.org/period/n2UAXinCdxa9"
"Later Tang Dynasty";;"Uok";"Plus tard la dynastie Tang";;"Più tardi dinastia Tang";;"Dinastía Tang posterior";;"Spätere Tang-Dynastie";;923;923;936;936;"http://chronontology.dainst.org/period/4cp0lpVcoQP6"
"Later Three Years War";;"Uok";"Guerre de trois ans plus tard";;"Più tardi tre anni di guerra";;"Guerra de los tres años posteriores";;"Später Dreijähriger Krieg";;1083;1083;1087;1087;"http://chronontology.dainst.org/period/9qXFr62wGWKK"
"Later Uruk";;"Uok";"Plus tard Uruk";;"Più tardi Uruk";;"Uruk más tarde";;"Später Uruk";;-3399;-3399;-3099;-3099;"http://chronontology.dainst.org/period/aqfzNekpFHrj"
"Later Uruk period";;"Uok";"Période Uruk plus tard";;"Più tardi il periodo di Uruk";;"Más tarde período Uruk";;"Später Uruk-Zeit";;-3399;-3399;-3099;-3099;"http://chronontology.dainst.org/period/aqfzNekpFHrj"
"Later Yan";;"Uok";"Plus tard Yan";;"Più tardi Yan";;"Luego Yan";;"Später Yan";;384;384;409;409;"http://chronontology.dainst.org/period/BzjvDxUTKkoI"
"Later Zhao";;"Uok";"plus tard Zhao";;"più tardi Zhao";;"luego Zhao";;"später Zhao";;319;319;351;351;"http://chronontology.dainst.org/period/1KMWHTfy2h1Q"
"Later Zhou";;"Uok";"plus tard Zhou";;"più tardi Zhou";;"luego Zhou";;"später Zhou";;951;951;960;960;"http://chronontology.dainst.org/period/QU49dVV8OTxq"
"Later Zhou Dynasty";;"Uok";"Plus tard la dynastie Zhou";;"Più tardi dinastia Zhou";;"Más tarde dinastía Zhou";;"Später Zhou Dynastie";;951;951;960;960;"http://chronontology.dainst.org/period/dWtDGn3pIubc"
"Later Zhou dynasty";;"Uok";"Plus tard la dynastie Zhou";;"Più tardi dinastia Zhou";;"Más tarde dinastía Zhou";;"Später Zhou Dynastie";;951;951;960;960;"http://chronontology.dainst.org/period/r4oWKWukFUEY"
"Latest Iron Age";;"Uok";"Dernier âge du fer";;"Ultima età del ferro";;"La última edad de hierro";;"Neueste Eisenzeit";;-50;-50;100;100;"http://chronontology.dainst.org/period/AEbmUEuxlqX3"
"Latial Iron Age";;"Uok";"Âge de fer latial";;"Età del ferro latiale";;"Edad de Hierro Latial";;"Latiale Eisenzeit";;-1019;-1019;-579;-579;"http://chronontology.dainst.org/period/zo2ZUHmSCwGi"
"Latin Empire";;"Uok";"Latin Empire";;"Impero latino";;"Imperio latino";;"Lateinisches Reich";;1175;1175;1260;1260;"http://chronontology.dainst.org/period/mDcGOOpU0xmg"
"Latin Kingdom";;"Uok";"Royaume latin";;"Regno latino";;"Reino latino";;"Lateinisches Königreich";;1099;1099;1244;1244;"http://chronontology.dainst.org/period/T7c24oV3iDeN"
"Latin Kingdom of Jerusalem";;"Uok";"Royaume latin de Jérusalem";;"Regno latino di Gerusalemme";;"Reino latino de Jerusalén";;"Lateinisches Königreich Jerusalem";;1099;1099;1244;1244;"http://chronontology.dainst.org/period/T7c24oV3iDeN"
"LB";;"Xeasily-mistaken";"KG";;"LIBBRE";;"LB";;"PFUND";;-1600;-1600;-1200;-1200;"http://chronontology.dainst.org/period/hoZa2JDcON4j"
"LB I";;"Uname";"LB I";;"LB I";;"LB I";;"LB I.";;-1640;-1540;-1330;1300;"http://chronontology.dainst.org/period/my0wQ1E8EAMB"
"LB II";;"Uname";"LB II";;"LB II";;"LB II";;"LB II";;-1400;-1400;-1200;-1200;"http://chronontology.dainst.org/period/fq7se5YjXmjm"
"LB IIA";;"Uname";"LB IIA";;"LB IIA";;"LB IIA";;"LB IIA";;-1400;-1400;-1330;-1300;"http://chronontology.dainst.org/period/zBPPhxtrVfCI"
"LB IIB";;"Uname";"LB IIB";;"LB IIB";;"LB IIB";;"LB IIB";;-1330;-1300;-1200;-1150;"http://chronontology.dainst.org/period/usqh6gmz3EXC"
